epoch,accuracy,loss,val_accuracy,val_loss
0,0.37218815088272095,1.514112949371338,0.18852458894252777,3.1502461433410645
1,0.44785276055336,1.2920483350753784,0.18852458894252777,2.7162721157073975
2,0.4171779155731201,1.1739685535430908,0.2049180269241333,2.1150388717651367
3,0.4274028539657593,0.9923049807548523,0.18852458894252777,1.8871291875839233
4,0.44171780347824097,1.0345845222473145,0.22131147980690002,1.6721733808517456
5,0.4683026671409607,0.9687687754631042,0.18852458894252777,1.563795804977417
6,0.4683026671409607,0.9792197346687317,0.2704918086528778,1.2001277208328247
7,0.47034764289855957,1.0613601207733154,0.4098360538482666,1.145573377609253
8,0.4744376242160797,0.9219794273376465,0.5655737519264221,0.9887316226959229
9,0.5296523571014404,0.8279293775558472,0.5245901346206665,1.0262179374694824
10,0.5562372207641602,0.9886869788169861,0.5491803288459778,0.927939236164093
11,0.511247456073761,1.1383424997329712,0.4590163826942444,1.0604194402694702
12,0.453987717628479,0.9162124395370483,0.3852458894252777,1.2264597415924072
13,0.4907975494861603,0.898522138595581,0.5737704634666443,0.9664621949195862
14,0.5419222712516785,0.8362558484077454,0.5409836173057556,1.065384864807129
15,0.5194274187088013,0.8170671463012695,0.5409836173057556,1.0096604824066162
