epoch,accuracy,loss,val_accuracy,val_loss
0,0.3190183937549591,1.7577085494995117,0.1803278625011444,2.434394359588623
1,0.419222891330719,1.1160050630569458,0.1803278625011444,2.0395615100860596
2,0.4028629958629608,1.1745928525924683,0.1803278625011444,1.9871267080307007
3,0.43558281660079956,1.190427541732788,0.21311475336551666,1.852658748626709
4,0.4274028539657593,1.1378151178359985,0.2295081913471222,1.5241237878799438
5,0.4314928352832794,1.132074236869812,0.21311475336551666,1.1525895595550537
6,0.453987717628479,1.047475814819336,0.3442623019218445,1.12119460105896
7,0.47034764289855957,0.8974753022193909,0.3688524663448334,1.1227961778640747
8,0.46625766158103943,1.0443501472473145,0.41803279519081116,1.1384754180908203
9,0.4683026671409607,0.9131813645362854,0.4098360538482666,1.1225181818008423
10,0.4805726110935211,1.008320927619934,0.39344263076782227,1.165770411491394
11,0.4621676802635193,0.9979695677757263,0.49180328845977783,1.0530669689178467
12,0.46625766158103943,1.07414972782135,0.4836065471172333,1.0678372383117676
13,0.4744376242160797,1.066922664642334,0.4508196711540222,1.1244715452194214
14,0.5398772954940796,0.936174750328064,0.4262295067310333,1.1773326396942139
15,0.45807769894599915,1.1179250478744507,0.46721312403678894,1.0853657722473145
16,0.5562372207641602,0.987094521522522,0.5737704634666443,0.9973541498184204
17,0.48466256260871887,0.978958010673523,0.4508196711540222,1.079625129699707
18,0.5010225176811218,0.900877833366394,0.5409836173057556,0.9783812761306763
19,0.5071574449539185,0.8514670729637146,0.5163934230804443,1.0369495153427124
20,0.5357873439788818,0.8799884915351868,0.46721312403678894,1.0025795698165894
21,0.5521472096443176,0.8947527408599854,0.46721312403678894,1.1332370042800903
22,0.593047022819519,0.8507063984870911,0.5245901346206665,0.9797452688217163
23,0.476482629776001,0.9178972244262695,0.44262295961380005,1.1229935884475708
