epoch,accuracy,loss,val_accuracy,val_loss
0,0.579378068447113,0.795106053352356,0.23664122819900513,1.4989691972732544
1,0.6170212626457214,0.7091773152351379,0.221374049782753,1.2175132036209106
2,0.6890343427658081,0.6591491103172302,0.3206106722354889,1.012559175491333
3,0.6841244101524353,0.5808814167976379,0.3435114622116089,0.8188489079475403
4,0.6677577495574951,0.6290022134780884,0.5114504098892212,0.7589253783226013
5,0.7021276354789734,0.5981865525245667,0.7557252049446106,0.6300113797187805
6,0.7332242131233215,0.5323114991188049,0.7022900581359863,0.6076263785362244
7,0.728314220905304,0.5519512295722961,0.7862595319747925,0.5329521298408508
8,0.7545008063316345,0.5457403063774109,0.8015267252922058,0.5115563273429871
9,0.7446808218955994,0.5592337846755981,0.8396946787834167,0.49167194962501526
10,0.734860897064209,0.5820357203483582,0.8244274854660034,0.45529869198799133
11,0.7495908141136169,0.5216825008392334,0.7175572514533997,0.518699586391449
12,0.7577741146087646,0.5557184815406799,0.8625954389572144,0.46290451288223267
13,0.7790507078170776,0.5062749981880188,0.8320610523223877,0.5009473562240601
14,0.7643207907676697,0.4902316629886627,0.8091602921485901,0.4374927580356598
15,0.7299509048461914,0.5793119668960571,0.6717557311058044,0.620738685131073
16,0.6906710267066956,0.605994701385498,0.7786259651184082,0.5534763336181641
17,0.7855973839759827,0.5195037126541138,0.6412213444709778,0.6439331769943237
18,0.6906710267066956,0.6396844387054443,0.8167939186096191,0.4708329737186432
19,0.777414083480835,0.5035889148712158,0.7938931584358215,0.5646447539329529
