epoch,accuracy,loss,val_accuracy,val_loss
0,0.3258196711540222,1.328752040863037,0.1869918704032898,1.5338853597640991
1,0.4241803288459778,1.332257628440857,0.19512194395065308,1.5754156112670898
2,0.4446721374988556,0.9727451801300049,0.24390244483947754,1.3956581354141235
3,0.4836065471172333,1.0471851825714111,0.2926829159259796,1.402815818786621
4,0.4590163826942444,1.1752848625183105,0.3414634168148041,1.2978583574295044
5,0.46311476826667786,1.058191180229187,0.4471544623374939,1.1002839803695679
6,0.5102459192276001,0.965823233127594,0.43089431524276733,1.0402262210845947
7,0.4692623019218445,0.9875068664550781,0.4796747863292694,1.0318454504013062
8,0.49180328845977783,0.9538795351982117,0.5934959053993225,0.9147429466247559
9,0.5081967115402222,0.9085874557495117,0.6178861856460571,0.8957081437110901
10,0.5,0.9190480709075928,0.5284552574157715,0.9630735516548157
11,0.5327869057655334,0.9045626521110535,0.6097561120986938,0.9962267279624939
12,0.4856557250022888,1.1478511095046997,0.4471544623374939,1.08945631980896
13,0.4692623019218445,0.9933528304100037,0.4471544623374939,1.0616660118103027
14,0.506147563457489,0.9639222621917725,0.49593496322631836,0.939720094203949
